泉州	32246178	48984	0.0015190637476478607
泰安	8516146	18506	0.002173048700668119
泰州	11584085	13191	0.0011387174731539004
泸州	4343797	2778	6.395326485100478E-4
洛阳	9598047	7260	7.564038809145235E-4
济南	42301246	89677	0.002119961194523679
济宁	11375575	10577	9.297991530098479E-4
海东	553895	561	0.0010128273409220159
海北	149938	8	5.335538689324921E-5
海南	218461	7	3.204233249870686E-5
海口	18653633	14810	7.939472166092257E-4
海西	742705	735	9.896257598912084E-4
淄博	10579895	22257	0.002103707078378377
淮北	22935650	13908	6.063922321800342E-4
淮南	12239804	3865	3.1577303035244683E-4
淮安	11696001	5928	5.068399019459728E-4
深圳	107128449	279759	0.002611435175356641
清远	6052100	53870	0.008901042613307777
温州	39339595	366205	0.009308814694203131
渭南	7034405	6966	9.902756523117449E-4
湖州	10367613	10953	0.0010564630450615778
湘潭	14923047	4718	3.1615527311547033E-4
湘西土家族苗族自治州	6399320	1195	1.8673859097529112E-4
湛江	8574217	21954	0.0025604670373982836
滁州	10261116	17047	0.0016613202696470833
滨州	7722349	7124	9.225172288898106E-4
漯河	2933839	37952	0.012935951836484551
漳州	7506974	7067	9.413912982781078E-4
潍坊	16863736	17333	0.0010278268113305378
潮州	8133630	41341	0.005082724441608483
澳门	553290	1645	0.002973124401308536
濮阳	3946943	12823	0.0032488434720237915
烟台	22429044	18897	8.425236492469318E-4
焦作	6584418	5779	8.776781789977489E-4
牡丹江	5298594	5787	0.0010921765283394048
玉林	5402652	101000	0.018694522615930104
玉树	22389	3	1.3399437223636607E-4
玉溪	2675919	2113	7.896352617549335E-4
珠海	12763624	30392	0.002381141907658828
甘南藏族自治州	236073	20	8.471955708615555E-5
甘孜藏族自治州	784679	242	3.084063674445219E-4
白城	2913017	5058	0.0017363441407997275
白山	2659281	1903	7.156069629347181E-4
白银市	1243975	215	1.7283305532667456E-4
百色	3568965	3048	8.54029109279581E-4
益阳	21543303	2906	1.348911074592415E-4
盐城	12115011	89185	0.007361528602821739
盘锦	3623870	6452	0.001780417067941179
省直辖县级行政区划	3998729	5056	0.001264401763660403
眉山	3433970	364429	0.10612468949932585
石嘴山	1366532	456	3.3369141739820216E-4
石家庄	39506638	48760	0.0012342229677959435
福州	36642450	46599	0.0012717217325806543
秦皇岛	9511044	10710	0.0011260593474281056
红河哈尼族彝族自治州	3643789	1442	3.9574190492369345E-4
绍兴	35335064	35144	9.945927931529995E-4
绥化	5610036	3024	5.390339741135351E-4
绵阳	7651919	15424	0.0020157035117595993
聊城	10694688	25769	0.0024095139568353933
肇庆	9679231	10588	0.0010938885537497762
自治区直辖县级行政区划	1094064	954	8.719782389330058E-4
自贡	3797276	352108	0.09272647023813912
舟山	4013834	3690	9.193205299471777E-4
芜湖	15440282	8222	5.325032275964908E-4
苏州	91114096	309681	0.0033988264560074217
茂名	17987972	10012	5.565941508025474E-4
荆州	5250163	4372	8.327360502902481E-4
荆门	2960924	3076	0.0010388648948774098
莆田	10791195	50890	0.004715881790663592
莱芜	2670361	4107	0.0015379943011450512
菏泽	9075555	13073	0.0014404628697638876
萍乡	4165325	3223	7.73769153667481E-4
营口	6259663	4251	6.791100415469651E-4
葫芦岛	12388548	6228	5.02722352934339E-4
蚌埠	9268401	4794	5.172413235033746E-4
衡水	5611994	6376	0.0011361380642958634
衡阳	29532070	30091	0.001018926204631101
衢州	4243488	61111	0.014401124735123559
襄樊	7396406	10364	0.0014012210795351148
西双版纳	1820028	544	2.98896500493399E-4
西宁	4626752	3127	6.758520880306531E-4
西安	54130287	62142	0.0011480079534771357
许昌	4517051	3277	7.254733231924988E-4
贵港	4194634	3881	9.252297101487281E-4
贵阳	18765533	11505	6.130920981567643E-4
贺州	2303863	1597	6.931835790583034E-4
资阳	2553979	2254	8.82544453184619E-4
赣州	12040972	8658	7.19044940890154E-4
赤峰	4836434	3658	7.563423795300422E-4
辽源	1151038	2199	0.0019104495246898886
辽阳	3180015	3088	9.71064601896532E-4
达州	4502450	2840	6.307676931448433E-4
运城	6341107	5321	8.391279314479318E-4
连云港	10439737	8240	7.892919141545424E-4
迪庆	295154	66	2.2361208047324448E-4
通化	2507518	2547	0.0010157454502819122
通辽	5870332	2811	4.7884855575459787E-4
遂宁	3055113	6076	0.001988797141055012
遵义	6682994	2026	3.031575368764359E-4
邢台	13779372	20150	0.0014623307941755257
那曲	9985	0	0.0
邯郸	15381070	10940	7.112639107682365E-4
邵阳	36199743	10740	2.9668718918805586E-4
郑州	41510013	81401	0.0019609967358959874
郴州	9878895	10986	0.0011120676958303534
鄂尔多斯	2986963	1404	4.7004264867023796E-4
鄂州	3718858	4211	0.0011323368625529666
酒泉	2425245	7557	0.0031159738500646326
重庆	239201112	155565	6.503523277935264E-4
金华	47712306	58464	0.0012253442539541057
金昌市	712961	250	3.5065031607619493E-4
钦州	5674514	3845	6.775910677108207E-4
铁岭	5393814	6458	0.001197297496724952
铜仁	3506499	1096	3.1256247328175483E-4
铜川	1579112	907	5.74373445328767E-4
铜陵	4849524	37750	0.007784269136517316
银川	7175446	2659	3.7056929980380316E-4
锡林郭勒	1379207	418	3.030727077226261E-4
锦州	9221025	5607	6.080668906114017E-4
镇江	9818231	11956	0.001217734640792216
长春	23640239	21911	9.268518816582185E-4
长沙	72651055	66656	9.174815148933487E-4
长治	5230533	2680	5.123760809844809E-4
阜新	4440180	51621	0.0116258800318906
阜阳	12600827	4549	3.610080512969506E-4
防城港	2797138	1430	5.112368428014635E-4
阳江	5956502	122091	0.020497097121767106
阳泉	3238286	3558	0.0010987293895597856
阿克苏	660751	1460	0.002209606947246391
阿勒泰	195596	177	9.049264811141332E-4
阿坝	1934576	2293	0.0011852726385523237
阿拉善	613254	308	5.022388765503364E-4
阿里	130005	87	6.692050305757471E-4
陇南	1300048	346	2.66144019297749E-4
随州	1920151	1276	6.645310707334996E-4
雅安	2244991	2151	9.581330170143221E-4
青岛	28023837	21895	7.812991490066118E-4
鞍山	10941554	5878	5.372180222297491E-4
韶关	4442668	5803	0.0013061970869756641
香港	5010793	31979	0.0063820237635041
马鞍山	7864628	3949	5.021216515263023E-4
驻马店	2977733	1389	4.664622382194777E-4
鸡西	2785663	6063	0.0021765016084142265
鹤壁	2431904	2394	9.844138584417805E-4
鹤岗	2172520	2022	9.30716403071088E-4
鹰潭	1653849	686	4.1478998384979524E-4
黄冈	5734010	3885	6.775363140280536E-4
黄南	51883	0	0.0
黄山	8781449	4769	5.430766608107614E-4
黄石	4613040	2088	4.526299360074918E-4
黑河	2368441	4017	0.0016960523821366038
黔东南苗族侗族自治州	3743264	3101	8.284213990784514E-4
黔南布依族苗族自治州	3210949	929	2.893225647620065E-4
黔西南布依族苗族自治州	5445982	13450	0.002469710696803625
齐齐哈尔	5514539	3617	6.559025151513118E-4
龙岩	5960173	8416	0.0014120395498587038
